Group,Generation,cat,gvNormUnres1,gvNormUnres2,scenario,rep,trait,strategy
import,25,gpb,4.421777510152941,5.162880332705884,100_100,0,2,ClassGen
import,26,gpb,4.523650144936363,4.850136298209092,100_100,0,2,ClassGen
import,27,gpb,4.560168472335294,5.264215024676471,100_100,0,2,ClassGen
import,28,gpb,5.154090796166666,5.7574174061133325,100_100,0,2,ClassGen
import,29,gpb,4.7729031556666675,5.490780538326666,100_100,0,2,ClassGen
import,30,gpb,4.535298670733334,5.695920595073332,100_100,0,2,ClassGen
import,31,gpb,6.32065595354,7.336685660886668,100_100,0,2,ClassGen
import,32,gpb,6.58767760044,7.726305884973334,100_100,0,2,ClassGen
import,33,gpb,7.392701412526667,8.01351828856,100_100,0,2,ClassGen
import,34,gpb,7.041617351046667,7.8242044228,100_100,0,2,ClassGen
import,35,gpb,7.506044295153333,8.7139288215,100_100,0,2,ClassGen
import,36,gpb,7.477216099906666,8.414121743926666,100_100,0,2,ClassGen
import,37,gpb,8.062741389153334,9.196836510033334,100_100,0,2,ClassGen
import,38,gpb,8.117787204800003,9.126220280013333,100_100,0,2,ClassGen
import,39,gpb,8.32851957604,9.67277326798,100_100,0,2,ClassGen
import,40,gpb,9.315425331033333,10.395974832846667,100_100,0,2,ClassGen
import,41,gpb,9.776007660866666,10.921958123,100_100,0,2,ClassGen
import,42,gpb,9.803820064633332,10.983822197726663,100_100,0,2,ClassGen
import,43,gpb,10.238888601986666,11.099183032286668,100_100,0,2,ClassGen
import,44,gpb,10.878198571226665,12.01286916294,100_100,0,2,ClassGen
import,45,gpb,10.614877341773335,12.318476213766667,100_100,0,2,ClassGen
import,46,gpb,10.601002560073333,11.459303667213335,100_100,0,2,ClassGen
import,47,gpb,11.686402997080002,13.331139069413334,100_100,0,2,ClassGen
import,48,gpb,11.987232444413333,13.098932093546663,100_100,0,2,ClassGen
home,11,pb,1.45788240595,1.5151004170750002,0_100,0,2,ClassGen
home,12,pb,2.507284191625,2.227452439875,0_100,0,2,ClassGen
home,13,pb,3.2002776254,2.8174824862000003,0_100,0,2,ClassGen
home,14,pb,2.067566230875,1.15071146295,0_100,0,2,ClassGen
home,15,pb,1.87979955905,1.7893138078250002,0_100,0,2,ClassGen
home,16,pb,2.6000369724,1.962655308175,0_100,0,2,ClassGen
home,17,pb,3.087229846125,1.780762282375,0_100,0,2,ClassGen
home,18,pb,3.7516514389,3.38006725735,0_100,0,2,ClassGen
home,19,pb,2.4866945181,2.2200325929,0_100,0,2,ClassGen
home,20,pb,2.878779287625,3.1734723429,0_100,0,2,ClassGen
home,21,pb,2.441276065175,1.838755329325,0_100,0,2,ClassGen
home,22,pb,4.440487956475,3.440291180025,0_100,0,2,ClassGen
home,23,pb,3.217041606075,2.081473710125,0_100,0,2,ClassGen
home,24,pb,3.454286508175,2.6762279039749997,0_100,0,2,ClassGen
home,25,pb,5.034731715375,3.57551799425,0_100,0,2,ClassGen
home,26,pb,4.8345241824750005,5.135414257300001,0_100,0,2,ClassGen
home,27,pb,4.721786545825,3.2818507347000008,0_100,0,2,ClassGen
home,28,pb,3.8640202071250007,3.8669923502750008,0_100,0,2,ClassGen
home,29,pb,4.7337057196,3.349915637625,0_100,0,2,ClassGen
home,30,pb,5.235624108025,4.2336325063,0_100,0,2,ClassGen
home,31,pb,5.2228172573,5.363855909950001,0_100,0,2,ClassGen
home,32,pb,5.39365255995,4.86996857635,0_100,0,2,ClassGen
home,33,pb,5.8430086574499995,5.71928200275,0_100,0,2,ClassGen
home,34,pb,6.5578486383,6.243720548850001,0_100,0,2,ClassGen
home,35,gpb,7.8116468083,7.377974302066666,0_100,0,2,ClassGen
home,36,gpb,5.113110696414286,5.183850329171428,0_100,0,2,ClassGen
home,37,gpb,6.006421254724999,5.7108625282375,0_100,0,2,ClassGen
home,38,gpb,7.098646515933333,6.9008263841,0_100,0,2,ClassGen
home,39,gpb,7.675033776866667,7.5304671234,0_100,0,2,ClassGen
home,40,gpb,7.5665697692,6.678751836883333,0_100,0,2,ClassGen
home,41,gpb,7.992912724466666,7.993734869299999,0_100,0,2,ClassGen
home,42,gpb,8.682222468233332,8.306298403283334,0_100,0,2,ClassGen
home,43,gpb,9.9105990501,10.336493950000001,0_100,0,2,ClassGen
home,44,gpb,9.022898589316666,8.933067490783333,0_100,0,2,ClassGen
home,45,gpb,10.433967614050001,10.370905347783335,0_100,0,2,ClassGen
home,46,gpb,10.5894317302,11.10348949995,0_100,0,2,ClassGen
home,47,gpb,10.756204884933334,10.355644208149998,0_100,0,2,ClassGen
home,48,gpb,11.80644442255,11.912253561500002,0_100,0,2,ClassGen
import,11,pb,3.647677143050001,3.8710641618699997,0_100,0,2,ClassGen
